Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
IFEX*,IFOSFAMIDE*,J9208,"IFOSFAMIDE INJECTION","2025 (Q1-Q3)",57,377,35940.01,630.5264912,95.33159151
MESNA*,MESNA*,J9209,"MESNA INJECTION","2024 (Q1-Q4)",99,588,11453.7,115.6939394,19.47908163
MESNA*,MESNA*,J9209,"MESNA INJECTION","2025 (Q1-Q3)",77,449,8573.14,111.3394805,19.09385301
GAMIFANT,EMAPALUMAB-LZSG,J9210,"INJ., EMAPALUMAB-LZSG, 1 MG","2024 (Q1-Q4)","",59,7028970.37,"",119135.091
GAMIFANT,EMAPALUMAB-LZSG,J9210,"INJ., EMAPALUMAB-LZSG, 1 MG","2025 (Q1-Q3)","",51,4045995.72,"",79333.24941
ELIGARD*,"LEUPROLIDE ACETATE*",J9217,"LEUPROLIDE ACETATE SUSPNSION","2024 (Q1-Q4)",141585,337400,213316880.5,1506.634746,632.2373459
ELIGARD*,"LEUPROLIDE ACETATE*",J9217,"LEUPROLIDE ACETATE SUSPNSION","2025 (Q1-Q3)",121834,245924,144008422.8,1182.00521,585.5810038
ZEPZELCA,LURBINECTEDIN,J9223,"INJ. LURBINECTEDIN, 0.1 MG","2024 (Q1-Q4)",1957,7715,114985593.8,58756.05203,14904.15993
ZEPZELCA,LURBINECTEDIN,J9223,"INJ. LURBINECTEDIN, 0.1 MG","2025 (Q1-Q3)",1412,5098,76668603.39,54297.87776,15038.95712
SARCLISA,ISATUXIMAB-IRFC,J9227,"INJ. ISATUXIMAB-IRFC 10 MG","2024 (Q1-Q4)",1083,10695,67987068.56,62776.60994,6356.902156
SARCLISA,ISATUXIMAB-IRFC,J9227,"INJ. ISATUXIMAB-IRFC 10 MG","2025 (Q1-Q3)",1024,9064,59849355.65,58446.63638,6602.973924
YERVOY,IPILIMUMAB,J9228,"IPILIMUMAB INJECTION","2024 (Q1-Q4)",8484,23662,508855337,59978.23397,21505.17019
YERVOY,IPILIMUMAB,J9228,"IPILIMUMAB INJECTION","2025 (Q1-Q3)",7337,19001,422138845.6,57535.62023,22216.66468
BESPONSA,"INOTUZUMAB OZOGAMICIN",J9229,"INJ INOTUZUMAB OZOGAM 0.1 MG","2024 (Q1-Q4)",143,679,20695514.99,144723.8811,30479.40352
BESPONSA,"INOTUZUMAB OZOGAMICIN",J9229,"INJ INOTUZUMAB OZOGAM 0.1 MG","2025 (Q1-Q3)",142,535,16924531.73,119186.8432,31634.63875
ALKERAN*,"MELPHALAN HCL*",J9245,"INJ MELPHA HYDROCH NOS 50 MG","2024 (Q1-Q4)",235,306,241857.7,1029.181702,790.3846405
ALKERAN*,"MELPHALAN HCL*",J9245,"INJ MELPHA HYDROCH NOS 50 MG","2025 (Q1-Q3)",212,262,180871.97,853.1696698,690.3510305
EVOMELA,"MELPHALAN HCL",J9246,"INJ., EVOMELA, 1 MG","2024 (Q1-Q4)",137,147,645527.19,4711.877299,4391.341429
EVOMELA,"MELPHALAN HCL",J9246,"INJ., EVOMELA, 1 MG","2025 (Q1-Q3)",88,96,451836.65,5134.507386,4706.631771
HEPZATO,"MELPHALAN HCL",J9248,"INJ MELPHALAN (HEPZATO) 1 MG","2024 (Q1-Q4)",17,32,5191439.71,305378.8065,162232.4909
HEPZATO,"MELPHALAN HCL",J9248,"INJ MELPHALAN (HEPZATO) 1 MG","2025 (Q1-Q3)",29,64,11305254.47,389836.361,176644.6011
"METHOTREXATE SODIUM(J9250)*","METHOTREXATE SODIUM*",J9250,"METHOTREXATE SODIUM INJ","2024 (Q1-Q4)",1028,5297,6232.32,6.062568093,1.17657542
"PACLITAXEL PROTEIN-BOUND","PACLITAXEL PROTEIN-BOUND",J9259,"PACLITAXEL (AMERICAN REGENT)","2024 (Q1-Q4)",2590,12680,45857153.81,17705.46479,3616.49478
"METHOTREXATE SODIUM(J9260)*","METHOTREXATE SODIUM*",J9260,"INJ METHOTREXATE SODIUM 50MG","2024 (Q1-Q4)",4458,27388,103576.48,23.23384477,3.781819775
"METHOTREXATE SODIUM(J9260)*","METHOTREXATE SODIUM*",J9260,"INJ METHOTREXATE SODIUM 50MG","2025 (Q1-Q3)",3780,21921,82845.47,21.91679101,3.779274212
ARRANON*,NELARABINE*,J9261,"NELARABINE INJECTION","2024 (Q1-Q4)","",30,89434.99,"",2981.166333
ARRANON*,NELARABINE*,J9261,"NELARABINE INJECTION","2025 (Q1-Q3)","",31,88634.7,"",2859.183871
OXALIPLATIN,OXALIPLATIN,J9263,OXALIPLATIN,"2024 (Q1-Q4)",12070,63533,1437243.24,119.075662,22.6219955
OXALIPLATIN,OXALIPLATIN,J9263,OXALIPLATIN,"2025 (Q1-Q3)",9583,46463,1058819.97,110.4894052,22.78845468
ABRAXANE*,"PACLITAXEL PROTEIN-BOUND*",J9264,"PACLITAXEL PROTEIN BOUND","2024 (Q1-Q4)",13326,82249,263219217.6,19752.30509,3200.272558
ABRAXANE*,"PACLITAXEL PROTEIN-BOUND*",J9264,"PACLITAXEL PROTEIN BOUND","2025 (Q1-Q3)",11863,70676,215220338.1,18142.15106,3045.16863
ONCASPAR,PEGASPARGASE,J9266,"PEGASPARGASE INJECTION","2024 (Q1-Q4)",33,74,1942321.49,58858.22697,26247.5877
ONCASPAR,PEGASPARGASE,J9266,"PEGASPARGASE INJECTION","2025 (Q1-Q3)",20,54,1507994.69,75399.7345,27925.82759
PACLITAXEL,PACLITAXEL,J9267,"PACLITAXEL INJECTION","2024 (Q1-Q4)",15293,88559,1437200.55,93.97767279,16.22873508
PACLITAXEL,PACLITAXEL,J9267,"PACLITAXEL INJECTION","2025 (Q1-Q3)",11369,61248,1101215.45,96.86124109,17.97961485
NIPENT,PENTOSTATIN,J9268,"PENTOSTATIN INJECTION","2024 (Q1-Q4)",53,167,424419.76,8007.92,2541.435689
NIPENT,PENTOSTATIN,J9268,"PENTOSTATIN INJECTION","2025 (Q1-Q3)",39,134,389539.54,9988.193333,2907.011493
ELZONRIS,TAGRAXOFUSP-ERZS,J9269,"INJ. TAGRAXOFUSP-ERZS 10 MCG","2024 (Q1-Q4)",11,262,15033698.91,1366699.901,57380.53019
ELZONRIS,TAGRAXOFUSP-ERZS,J9269,"INJ. TAGRAXOFUSP-ERZS 10 MCG","2025 (Q1-Q3)","",121,5076250.35,"",41952.48223
KEYTRUDA,PEMBROLIZUMAB,J9271,"INJ PEMBROLIZUMAB","2024 (Q1-Q4)",75371,455939,5989654169,79468.94919,13136.96387
KEYTRUDA,PEMBROLIZUMAB,J9271,"INJ PEMBROLIZUMAB","2025 (Q1-Q3)",66413,347244,4716105330,71011.77977,13581.53152
JEMPERLI,DOSTARLIMAB-GXLY,J9272,"INJ, DOSTARLIMAB-GXLY, 10 MG","2024 (Q1-Q4)",1771,9111,142219932.4,80304.87433,15609.69514
JEMPERLI,DOSTARLIMAB-GXLY,J9272,"INJ, DOSTARLIMAB-GXLY, 10 MG","2025 (Q1-Q3)",2275,10613,182754401.5,80331.60505,17219.86257
TIVDAK,"TISOTUMAB VEDOTIN-TFTV",J9273,"INJ TISOTU VEDOTIN-TFTV, 1MG","2024 (Q1-Q4)",189,765,16220712.85,85823.87751,21203.54621
TIVDAK,"TISOTUMAB VEDOTIN-TFTV",J9273,"INJ TISOTU VEDOTIN-TFTV, 1MG","2025 (Q1-Q3)",168,596,13224432.33,78716.85911,22188.64485
KIMMTRAK,TEBENTAFUSP-TEBN,J9274,"INJ, TEBENTAFUSP-TEBN, 1 MCG","2024 (Q1-Q4)",175,4019,87214252.58,498367.1576,21700.48584
KIMMTRAK,TEBENTAFUSP-TEBN,J9274,"INJ, TEBENTAFUSP-TEBN, 1 MCG","2025 (Q1-Q3)",172,3159,70951730.51,412510.0611,22460.18693
ZIIHERA,ZANIDATAMAB-HRII,J9276,"INJ ZANIDATAMAB-HRII, 2 MG","2025 (Q1-Q3)",27,103,1926911.44,71367.09037,18707.87806
MITOMYCIN,MITOMYCIN,J9280,"MITOMYCIN INJECTION","2024 (Q1-Q4)",4292,9029,2899751.85,675.6178588,321.1598018
MITOMYCIN,MITOMYCIN,J9280,"MITOMYCIN INJECTION","2025 (Q1-Q3)",3284,6664,1249620.83,380.5179141,187.5181318
JELMYTO,MITOMYCIN,J9281,"MITOMYCIN INSTILLATION","2024 (Q1-Q4)",377,1610,35295484.79,93621.97557,21922.66136
JELMYTO,MITOMYCIN,J9281,"MITOMYCIN INSTILLATION","2025 (Q1-Q3)",287,1228,27589508.08,96130.69017,22467.02612
COLUMVI,GLOFITAMAB-GXBM,J9286,"INJ GLOFITAMAB GXBM, 2.5 MG","2024 (Q1-Q4)",280,1452,41132192.46,146900.6874,28327.95624
COLUMVI,GLOFITAMAB-GXBM,J9286,"INJ GLOFITAMAB GXBM, 2.5 MG","2025 (Q1-Q3)",397,1916,55760946.26,140455.784,29102.79032
"OPDIVO QVANTIG",NIVOLUMAB-HYALURONIDASE-NVHY,J9289,"INJ NIVOLUMAB 2 MG HYALURON","2025 (Q1-Q3)",608,1487,20356338.4,33480.81974,13689.5349
AXTLE,"PEMETREXED DIPOTASSIUM",J9292,"INJ, PEMETREXED DIPOTASSIUM","2025 (Q1-Q3)",225,654,4643065.75,20635.84778,7099.488914
"MITOXANTRONE HCL","MITOXANTRONE HCL",J9293,"MITOXANTRONE HYDROCHL / 5 MG","2024 (Q1-Q4)",75,216,52703.57,702.7142667,243.9980093
"MITOXANTRONE HCL","MITOXANTRONE HCL",J9293,"MITOXANTRONE HYDROCHL / 5 MG","2025 (Q1-Q3)",56,192,35467.17,633.3423214,184.7248438
"PEMETREXED DISODIUM(J9294)*","PEMETREXED DISODIUM*",J9294,"INJ PEMETREXED, HOSPIRA 10MG","2024 (Q1-Q4)",565,1825,617287.3,1092.543894,338.2396164
"PEMETREXED DISODIUM(J9294)*","PEMETREXED DISODIUM*",J9294,"INJ PEMETREXED, HOSPIRA 10MG","2025 (Q1-Q3)",503,1608,585340.02,1163.697853,364.0174254
"PEMETREXED DISODIUM(J9296)","PEMETREXED DISODIUM",J9296,"INJ PEMETREXED (ACCORD) 10MG","2024 (Q1-Q4)",82,161,100322.39,1223.443781,623.1204348
"PEMETREXED DISODIUM(J9297)","PEMETREXED DISODIUM",J9297,"INJ PEMETREXED (SANDOZ) 10MG","2024 (Q1-Q4)",206,574,56716.54,275.3230097,98.80930314
"PEMETREXED DISODIUM(J9297)","PEMETREXED DISODIUM",J9297,"INJ PEMETREXED (SANDOZ) 10MG","2025 (Q1-Q3)",33,103,13111.57,397.320303,127.2967961
OPDUALAG,NIVOLUMAB-RELATLIMAB-RMBW,J9298,"INJ NIVOL RELATLIMAB 3MG/1MG","2024 (Q1-Q4)",2535,13022,362151110.7,142860.3987,27810.71346
OPDUALAG,NIVOLUMAB-RELATLIMAB-RMBW,J9298,"INJ NIVOL RELATLIMAB 3MG/1MG","2025 (Q1-Q3)",2450,11190,333964740.9,136312.1392,29844.9277
OPDIVO,NIVOLUMAB,J9299,"INJECTION, NIVOLUMAB","2024 (Q1-Q4)",26955,176461,1934258527,71758.80272,10961.39389
OPDIVO,NIVOLUMAB,J9299,"INJECTION, NIVOLUMAB","2025 (Q1-Q3)",23384,132872,1514040421,64746.85344,11394.72892
GAZYVA,OBINUTUZUMAB,J9301,"OBINUTUZUMAB INJ","2024 (Q1-Q4)",5252,26539,183526051.8,34944.03119,6915.334105
GAZYVA,OBINUTUZUMAB,J9301,"OBINUTUZUMAB INJ","2025 (Q1-Q3)",4817,21661,157731762.7,32744.81269,7281.831989
VECTIBIX,PANITUMUMAB,J9303,"PANITUMUMAB INJECTION","2024 (Q1-Q4)",2636,18409,137002342.1,51973.57439,7442.139284
VECTIBIX,PANITUMUMAB,J9303,"PANITUMUMAB INJECTION","2025 (Q1-Q3)",2366,14604,116752375.2,49345.88975,7994.547737
PEMFEXY,PEMETREXED,J9304,"INJ. PEMETREXED, 10 MG","2024 (Q1-Q4)",2819,11882,58485554.99,20746.91557,4922.197862
PEMFEXY,PEMETREXED,J9304,"INJ. PEMETREXED, 10 MG","2025 (Q1-Q3)",1881,6819,28756046.37,15287.63762,4217.047422
ALIMTA*,"PEMETREXED DISODIUM*",J9305,"INJ. PEMETREXED NOS 10MG","2024 (Q1-Q4)",13149,57678,23054589.12,1753.334027,399.7120067
ALIMTA*,"PEMETREXED DISODIUM*",J9305,"INJ. PEMETREXED NOS 10MG","2025 (Q1-Q3)",10842,43915,16344991.47,1507.562394,372.1960941
PERJETA,PERTUZUMAB,J9306,"INJECTION, PERTUZUMAB, 1 MG","2024 (Q1-Q4)",5768,41167,297149713.6,51516.94063,7218.153219
PERJETA,PERTUZUMAB,J9306,"INJECTION, PERTUZUMAB, 1 MG","2025 (Q1-Q3)",4615,28597,215664267.9,46731.15231,7541.499735
FOLOTYN*,PRALATREXATE*,J9307,"PRALATREXATE INJECTION","2024 (Q1-Q4)",137,1459,21273529.66,155281.2384,14580.89764
FOLOTYN*,PRALATREXATE*,J9307,"PRALATREXATE INJECTION","2025 (Q1-Q3)",119,1109,21212064.42,178252.6422,19127.19966
CYRAMZA,RAMUCIRUMAB,J9308,"INJECTION, RAMUCIRUMAB","2024 (Q1-Q4)",3082,14493,137841891.6,44724.81882,9510.928835
CYRAMZA,RAMUCIRUMAB,J9308,"INJECTION, RAMUCIRUMAB","2025 (Q1-Q3)",2466,10454,104622163.6,42425.85709,10007.85954
POLIVY,"POLATUZUMAB VEDOTIN-PIIQ",J9309,"INJ, POLATUZUMAB VEDOTIN 1MG","2024 (Q1-Q4)",3043,10849,201642016.2,66264.21826,18586.23064
POLIVY,"POLATUZUMAB VEDOTIN-PIIQ",J9309,"INJ, POLATUZUMAB VEDOTIN 1MG","2025 (Q1-Q3)",2798,9672,187770911.9,67108.97493,19413.86599
"RITUXAN HYCELA",RITUXIMAB,J9311,"INJ RITUXIMAB, HYALURONIDASE","2024 (Q1-Q4)",2622,9456,49091971.02,18723.10108,5191.621301
"RITUXAN HYCELA",RITUXIMAB,J9311,"INJ RITUXIMAB, HYALURONIDASE","2025 (Q1-Q3)",2264,7519,39022045.8,17235.88595,5189.791967
RITUXAN,RITUXIMAB,J9312,"INJ., RITUXIMAB, 10 MG","2024 (Q1-Q4)",22262,65223,437052817.6,19632.23509,6700.900259
RITUXAN,RITUXIMAB,J9312,"INJ., RITUXIMAB, 10 MG","2025 (Q1-Q3)",20195,50408,326651405,16174.86531,6480.150075
PEMETREXED,PEMETREXED,J9314,"INJ PEMETREXED (TEVA) 10MG","2024 (Q1-Q4)",70,305,318561.21,4550.874429,1044.462984
PEMETREXED,PEMETREXED,J9314,"INJ PEMETREXED (TEVA) 10MG","2025 (Q1-Q3)",77,262,153541.57,1994.046364,586.0365267
PHESGO,PERTUZUMAB-TRASTUZUMAB-HY-ZZXF,J9316,"PERTUZU, TRASTUZU, 10 MG","2024 (Q1-Q4)",2302,15769,124831329.2,54227.33675,7916.248918
PHESGO,PERTUZUMAB-TRASTUZUMAB-HY-ZZXF,J9316,"PERTUZU, TRASTUZU, 10 MG","2025 (Q1-Q3)",2372,15018,114497900.4,48270.61568,7624.044507
TRODELVY,"SACITUZUMAB GOVITECAN-HZIY",J9317,"SACITUZUMAB GOVITECAN-HZIY","2024 (Q1-Q4)",3300,28259,272339577.2,82527.14461,9637.268736
TRODELVY,"SACITUZUMAB GOVITECAN-HZIY",J9317,"SACITUZUMAB GOVITECAN-HZIY","2025 (Q1-Q3)",2568,20039,202034598.1,78673.9089,10082.06987
ISTODAX*,ROMIDEPSIN*,J9319,"INJ ROMIDEPSIN LYOPHIL 0.1MG","2024 (Q1-Q4)",339,3031,25473022.62,75141.65965,8404.164507
ISTODAX*,ROMIDEPSIN*,J9319,"INJ ROMIDEPSIN LYOPHIL 0.1MG","2025 (Q1-Q3)",302,2299,20243420.22,67031.19278,8805.31545
EPKINLY,EPCORITAMAB-BYSP,J9321,"INJ EPCORITAMAB-BYSP 0.16 MG","2024 (Q1-Q4)",403,3703,53634004.47,133086.8597,14483.93315
EPKINLY,EPCORITAMAB-BYSP,J9321,"INJ EPCORITAMAB-BYSP 0.16 MG","2025 (Q1-Q3)",445,3805,55915233.55,125652.2102,14695.19936
"PEMETREXED DISODIUM(J9323)*","PEMETREXED DISODIUM*",J9323,"INJ PEMETREXED DITROMETHAMIN","2024 (Q1-Q4)",86,197,131181.31,1525.36407,665.8949746
"PEMETREXED DISODIUM(J9323)*","PEMETREXED DISODIUM*",J9323,"INJ PEMETREXED DITROMETHAMIN","2025 (Q1-Q3)",30,120,78547.45,2618.248333,654.5620833
"PEMRYDI RTU","PEMETREXED DISODIUM",J9324,"INJ, PEMRYDI RTU, 10 MG","2024 (Q1-Q4)",24,59,417988.27,17416.17792,7084.546949
"PEMRYDI RTU","PEMETREXED DISODIUM",J9324,"INJ, PEMRYDI RTU, 10 MG","2025 (Q1-Q3)",309,882,5932782.8,19199.94434,6726.511111
IMLYGIC,"TALIMOGENE LAHERPAREPVEC",J9325,"INJ TALIMOGENE LAHERPAREPVEC","2024 (Q1-Q4)",444,2357,29578660.44,66618.6046,12549.28317
IMLYGIC,"TALIMOGENE LAHERPAREPVEC",J9325,"INJ TALIMOGENE LAHERPAREPVEC","2025 (Q1-Q3)",354,1661,21951534.09,62009.98331,13215.85436
TEMODAR(J9328),TEMOZOLOMIDE,J9328,"TEMOZOLOMIDE INJECTION","2024 (Q1-Q4)",11,146,432699.18,39336.28909,2963.693014
TEMODAR(J9328),TEMOZOLOMIDE,J9328,"TEMOZOLOMIDE INJECTION","2025 (Q1-Q3)","",100,319951.26,"",3199.5126
TEVIMBRA,TISLELIZUMAB-JSGR,J9329,"INJ, TISLELIZUMAB-JSGR","2025 (Q1-Q3)",45,146,3045740.11,67683.11356,20861.23363
TEMSIROLIMUS*,TEMSIROLIMUS*,J9330,"TEMSIROLIMUS INJECTION","2024 (Q1-Q4)",96,1164,995414.12,10368.89708,855.1667698
TEMSIROLIMUS*,TEMSIROLIMUS*,J9330,"TEMSIROLIMUS INJECTION","2025 (Q1-Q3)",66,750,593478.4,8992.09697,791.3045333
FYARRO,"SIROLIMUS PROTEIN-BOUND",J9331,"INJ SIROLIMUS PROT PART 1 MG","2024 (Q1-Q4)",34,378,7674229.08,225712.62,20302.19333
FYARRO,"SIROLIMUS PROTEIN-BOUND",J9331,"INJ SIROLIMUS PROT PART 1 MG","2025 (Q1-Q3)",42,424,8070308.63,192150.2055,19033.74677
VYVGART,"EFGARTIGIMOD ALFA-FCAB",J9332,"INJ EFGARTIGIMOD 2MG","2024 (Q1-Q4)",1803,23688,416551183.9,231032.2706,17584.90307
VYVGART,"EFGARTIGIMOD ALFA-FCAB",J9332,"INJ EFGARTIGIMOD 2MG","2025 (Q1-Q3)",1645,19066,337017005,204873.5593,17676.3351
RYSTIGGO,ROZANOLIXIZUMAB-NOLI,J9333,"INJ ROZANOLIXIZUM-NOLI 1 MG","2024 (Q1-Q4)",191,2104,30652021.77,160481.7894,14568.45141
RYSTIGGO,ROZANOLIXIZUMAB-NOLI,J9333,"INJ ROZANOLIXIZUM-NOLI 1 MG","2025 (Q1-Q3)",252,2875,42329737.57,167975.1491,14723.38698
"VYVGART HYTRULO",EFGARTIGIMOD-HYALURONIDAS-QVFC,J9334,"INJ EFGART-ALFA 2MG HYA-QVFC","2024 (Q1-Q4)",902,8664,151141388.9,167562.5155,17444.75865
"VYVGART HYTRULO",EFGARTIGIMOD-HYALURONIDAS-QVFC,J9334,"INJ EFGART-ALFA 2MG HYA-QVFC","2025 (Q1-Q3)",1574,21695,379893826.8,241355.6714,17510.66268
TEPADINA(J9340)*,THIOTEPA*,J9340,"THIOTEPA INJECTION","2024 (Q1-Q4)",52,147,179521.07,3452.328269,1221.231769
TEPADINA(J9340)*,THIOTEPA*,J9340,"THIOTEPA INJECTION","2025 (Q1-Q3)",21,56,46287.35,2204.159524,826.5598214
TEPADINA(J9342)*,THIOTEPA*,J9342,"INJ THIOTEPA NOS 1 MG","2025 (Q1-Q3)",13,29,20179.39,1552.260769,695.8410345
ZYNYZ,RETIFANLIMAB-DLWR,J9345,"INJ, RETIFANLIMAB-DLWR, 1 MG","2024 (Q1-Q4)",24,75,1041751.13,43406.29708,13890.01507
ZYNYZ,RETIFANLIMAB-DLWR,J9345,"INJ, RETIFANLIMAB-DLWR, 1 MG","2025 (Q1-Q3)",174,464,6798252.39,39070.41603,14651.40601
IMJUDO,TREMELIMUMAB-ACTL,J9347,"INJ, TREMELIMUMAB-ACTL, 1 MG","2024 (Q1-Q4)",1259,1718,48504942.73,38526.56293,28233.37761
IMJUDO,TREMELIMUMAB-ACTL,J9347,"INJ, TREMELIMUMAB-ACTL, 1 MG","2025 (Q1-Q3)",1191,1607,47078641.72,39528.66643,29295.98116
MONJUVI,TAFASITAMAB-CXIX,J9349,"INJ., TAFASITAMAB-CXIX","2024 (Q1-Q4)",545,5980,43146737.48,79168.32565,7215.173492
MONJUVI,TAFASITAMAB-CXIX,J9349,"INJ., TAFASITAMAB-CXIX","2025 (Q1-Q3)",476,4583,33167323.15,69679.25032,7237.033199
LUNSUMIO,MOSUNETUZUMAB-AXGB,J9350,"INJ MOSUNETUZUMAB-AXGB, 1 MG","2024 (Q1-Q4)",210,1352,25625847.99,122027.8476,18954.02958
LUNSUMIO,MOSUNETUZUMAB-AXGB,J9350,"INJ MOSUNETUZUMAB-AXGB, 1 MG","2025 (Q1-Q3)",207,1172,22459533.49,108500.1618,19163.42448
HYCAMTIN(J9351)*,"TOPOTECAN HCL*",J9351,"TOPOTECAN INJECTION","2024 (Q1-Q4)",358,3668,192873.24,538.752067,52.58267176
HYCAMTIN(J9351)*,"TOPOTECAN HCL*",J9351,"TOPOTECAN INJECTION","2025 (Q1-Q3)",231,2263,154963.91,670.8394372,68.47720283
YONDELIS,TRABECTEDIN,J9352,"INJECTION TRABECTEDIN 0.1MG","2024 (Q1-Q4)",427,1766,16095523.51,37694.43445,9114.112973
YONDELIS,TRABECTEDIN,J9352,"INJECTION TRABECTEDIN 0.1MG","2025 (Q1-Q3)",429,1672,15529477.09,36199.2473,9287.964767
MARGENZA,MARGETUXIMAB-CMKB,J9353,"INJ. MARGETUXIMAB-CMKB, 5 MG","2024 (Q1-Q4)",110,520,5279486.03,47995.32755,10152.85775
MARGENZA,MARGETUXIMAB-CMKB,J9353,"INJ. MARGETUXIMAB-CMKB, 5 MG","2025 (Q1-Q3)",103,471,5091599.44,49433.00427,10810.18989
KADCYLA,"ADO-TRASTUZUMAB EMTANSINE",J9354,"INJ, ADO-TRASTUZUMAB EMT 1MG","2024 (Q1-Q4)",2206,13975,142197082.4,64459.23953,10175.10429
KADCYLA,"ADO-TRASTUZUMAB EMTANSINE",J9354,"INJ, ADO-TRASTUZUMAB EMT 1MG","2025 (Q1-Q3)",1821,10042,107341023.4,58946.19628,10689.20767
HERCEPTIN,TRASTUZUMAB,J9355,"INJ TRASTUZUMAB EXCL BIOSIMI","2024 (Q1-Q4)",2840,24607,92627930.45,32615.46847,3764.291887
HERCEPTIN,TRASTUZUMAB,J9355,"INJ TRASTUZUMAB EXCL BIOSIMI","2025 (Q1-Q3)",2142,14960,53973113.67,25197.53206,3607.828454
"HERCEPTIN HYLECTA",TRASTUZUMAB-HYALURONIDASE-OYSK,J9356,"INJ. HERCEPTIN HYLECTA, 10MG","2024 (Q1-Q4)",920,6592,26273989.84,28558.68461,3985.73875
"HERCEPTIN HYLECTA",TRASTUZUMAB-HYALURONIDASE-OYSK,J9356,"INJ. HERCEPTIN HYLECTA, 10MG","2025 (Q1-Q3)",899,5980,23001613.04,25585.77646,3846.423585
VALRUBICIN*,VALRUBICIN*,J9357,"VALRUBICIN INJECTION","2024 (Q1-Q4)",79,404,2086508.93,26411.50544,5164.626064
VALRUBICIN*,VALRUBICIN*,J9357,"VALRUBICIN INJECTION","2025 (Q1-Q3)",37,189,1094812.05,29589.51487,5792.656349
ENHERTU,"FAM-TRASTUZUMAB DERUXTECN-NXKI",J9358,"INJ FAM-TRASTU DERU-NXKI 1MG","2024 (Q1-Q4)",8410,56179,581538685.6,69148.47629,10351.53145
ENHERTU,"FAM-TRASTUZUMAB DERUXTECN-NXKI",J9358,"INJ FAM-TRASTU DERU-NXKI 1MG","2025 (Q1-Q3)",8868,50794,551604821.1,62201.71641,10859.64526
ZYNLONTA,"LONCASTUXIMAB TESIRINE-LPYL",J9359,"INJ LON TESIRIN-LPYL 0.075MG","2024 (Q1-Q4)",243,976,27272264.9,112231.5428,27942.89437
ZYNLONTA,"LONCASTUXIMAB TESIRINE-LPYL",J9359,"INJ LON TESIRIN-LPYL 0.075MG","2025 (Q1-Q3)",180,641,18883411.92,104907.844,29459.30097
"VINBLASTINE SULFATE","VINBLASTINE SULFATE",J9360,"VINBLASTINE SULFATE INJ","2024 (Q1-Q4)",407,2188,93958.39,230.8559951,42.94259141
"VINBLASTINE SULFATE","VINBLASTINE SULFATE",J9360,"VINBLASTINE SULFATE INJ","2025 (Q1-Q3)",260,1370,71796.66,276.141,52.40632117
"VINCASAR PFS*","VINCRISTINE SULFATE*",J9370,"VINCRISTINE SULFATE 1 MG INJ","2024 (Q1-Q4)",2668,10515,136428.39,51.13507871,12.97464479
"VINCASAR PFS*","VINCRISTINE SULFATE*",J9370,"VINCRISTINE SULFATE 1 MG INJ","2025 (Q1-Q3)",1782,6626,85671.2,48.07586981,12.92955026
TECVAYLI,TECLISTAMAB-CQYV,J9380,"INJ TECLISTAMAB CQYV 0.5 MG","2024 (Q1-Q4)",1549,19556,199924378.2,129066.7387,10223.17336
TECVAYLI,TECLISTAMAB-CQYV,J9380,"INJ TECLISTAMAB CQYV 0.5 MG","2025 (Q1-Q3)",1516,15750,171632320.6,113213.9318,10897.2902
TZIELD,TEPLIZUMAB-MZWV,J9381,"INJ TEPLIZUMAB MZWV 5 MCG","2024 (Q1-Q4)","",29,403714.57,"",13921.19207
TZIELD,TEPLIZUMAB-MZWV,J9381,"INJ TEPLIZUMAB MZWV 5 MCG","2025 (Q1-Q3)","",49,724809.6,"",14792.03265
BIZENGRI,ZENOCUTUZUMAB-ZBCO,J9382,"INJ ZENOCUTUZUMAB-ZBCO 1 MG","2025 (Q1-Q3)",13,53,1365986.65,105075.8962,25773.33302
"VINORELBINE TARTRATE","VINORELBINE TARTRATE",J9390,"VINORELBINE TARTRATE INJ","2024 (Q1-Q4)",368,2839,96367.7,261.86875,33.94424093
"VINORELBINE TARTRATE","VINORELBINE TARTRATE",J9390,"VINORELBINE TARTRATE INJ","2025 (Q1-Q3)",256,1799,38750.43,151.3688672,21.53998332
FULVESTRANT,FULVESTRANT,J9394,"INJ, FULVESTRANT (FRESENIUS)","2024 (Q1-Q4)",2044,6981,4506406.07,2204.699643,645.5244335
FULVESTRANT,FULVESTRANT,J9394,"INJ, FULVESTRANT (FRESENIUS)","2025 (Q1-Q3)",746,2161,221830.33,297.3596917,102.6517029
FASLODEX*,FULVESTRANT*,J9395,"INJECTION, FULVESTRANT","2024 (Q1-Q4)",17770,135194,21896871.1,1232.238104,161.9662936
FASLODEX*,FULVESTRANT*,J9395,"INJECTION, FULVESTRANT","2025 (Q1-Q3)",16287,103904,13999684.23,859.5618733,134.7367207
ZALTRAP,ZIV-AFLIBERCEPT,J9400,"INJ, ZIV-AFLIBERCEPT, 1MG","2024 (Q1-Q4)",25,110,254570.79,10182.8316,2314.279909
ZALTRAP,ZIV-AFLIBERCEPT,J9400,"INJ, ZIV-AFLIBERCEPT, 1MG","2025 (Q1-Q3)",19,82,188635.54,9928.186316,2300.433415
