Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
BUPRENEX*,"BUPRENORPHINE HCL*",J0592,"BUPRENORPHINE HYDROCHLORIDE","2024 (Q1-Q4)",39,52,285.59,7.322820513,5.492115385
BUPRENEX*,"BUPRENORPHINE HCL*",J0592,"BUPRENORPHINE HYDROCHLORIDE","2025 (Q1-Q3)",28,33,148.16,5.291428571,4.48969697
BUSULFAN*,BUSULFAN*,J0594,"BUSULFAN INJECTION","2024 (Q1-Q4)",113,309,55906,494.7433628,180.9255663
BUSULFAN*,BUSULFAN*,J0594,"BUSULFAN INJECTION","2025 (Q1-Q3)",75,179,51448.61,685.9814667,287.4224022
"BUTORPHANOL TARTRATE","BUTORPHANOL TARTRATE",J0595,"BUTORPHANOL TARTRATE 1 MG","2024 (Q1-Q4)",103,258,1500.29,14.56592233,5.815077519
"BUTORPHANOL TARTRATE","BUTORPHANOL TARTRATE",J0595,"BUTORPHANOL TARTRATE 1 MG","2025 (Q1-Q3)",105,366,3025.01,28.80961905,8.265054645
RUCONEST,"C1 ESTERASE INHIBITOR, RECOMB",J0596,"INJECTION, RUCONEST","2024 (Q1-Q4)",18,82,45452.64,2525.146667,554.3004878
RUCONEST,"C1 ESTERASE INHIBITOR, RECOMB",J0596,"INJECTION, RUCONEST","2025 (Q1-Q3)",15,74,3615.53,241.0353333,48.85851351
BERINERT,"C1 ESTERASE INHIBITOR",J0597,"C-1 ESTERASE, BERINERT","2024 (Q1-Q4)",64,177,1757783.55,27465.36797,9930.980509
BERINERT,"C1 ESTERASE INHIBITOR",J0597,"C-1 ESTERASE, BERINERT","2025 (Q1-Q3)",47,123,1193524.27,25394.1334,9703.44935
CINRYZE,"C1 ESTERASE INHIBITOR",J0598,"C-1 ESTERASE, CINRYZE","2024 (Q1-Q4)","",136,1302397.56,"",9576.452647
CINRYZE,"C1 ESTERASE INHIBITOR",J0598,"C-1 ESTERASE, CINRYZE","2025 (Q1-Q3)","",23,558548,"",24284.69565
"CALCIUM DISODIUM VERSENATE*","EDETATE CALCIUM DISODIUM*",J0600,"EDETATE CALCIUM DISODIUM INJ","2024 (Q1-Q4)",85,658,573594.63,6748.172118,871.7243617
"CALCIUM DISODIUM VERSENATE*","EDETATE CALCIUM DISODIUM*",J0600,"EDETATE CALCIUM DISODIUM INJ","2025 (Q1-Q3)",47,382,892867.34,18997.17745,2337.349058
"CALCIUM GLUCONATE-NACL(J0612)*","CALCIUM GLUC IN NACL, ISO-OSM*",J0612,"INJ, CALCIUM GLUCONATE, NOS","2024 (Q1-Q4)",11999,25513,201551.21,16.79733394,7.899941598
"CALCIUM GLUCONATE-NACL(J0612)*","CALCIUM GLUC IN NACL, ISO-OSM*",J0612,"INJ, CALCIUM GLUCONATE, NOS","2025 (Q1-Q3)",1289,5891,19656.55,15.24945694,3.336708538
"CALCIUM GLUCONATE-NACL(J0613)","CALCIUM GLUC IN NACL, ISO-OSM",J0613,"CALCIUM GLUCON (WG CRITICAL)","2024 (Q1-Q4)",9836,15468,293546.12,29.84405449,18.977639
"CALCIUM GLUCONATE-NACL(J0613)","CALCIUM GLUC IN NACL, ISO-OSM",J0613,"CALCIUM GLUCON (WG CRITICAL)","2025 (Q1-Q3)",76,260,801.63,10.54776316,3.083192308
"METOPROLOL TARTRATE","METOPROLOL TARTRATE",J0616,"INJ METOPROLOL TARTRATE 1 MG","2025 (Q1-Q3)",410,411,512.15,1.249146342,1.246107056
CALCITONIN-SALMON*,"CALCITONIN,SALMON,SYNTHETIC*",J0630,"CALCITONIN SALMON INJECTION","2024 (Q1-Q4)",58,144,1389237.7,23952.37414,9647.484028
CALCITONIN-SALMON*,"CALCITONIN,SALMON,SYNTHETIC*",J0630,"CALCITONIN SALMON INJECTION","2025 (Q1-Q3)",36,105,883657.15,24546.03194,8415.782381
CANCIDAS*,"CASPOFUNGIN ACETATE*",J0637,"CASPOFUNGIN ACETATE","2024 (Q1-Q4)",21,240,15000.62,714.3152381,62.50258333
CANCIDAS*,"CASPOFUNGIN ACETATE*",J0637,"CASPOFUNGIN ACETATE","2025 (Q1-Q3)","",44,2133.26,"",48.48318182
ILARIS,CANAKINUMAB,J0638,"CANAKINUMAB INJECTION","2024 (Q1-Q4)",225,902,21390123.81,95067.21693,23714.10622
ILARIS,CANAKINUMAB,J0638,"CANAKINUMAB INJECTION","2025 (Q1-Q3)",278,959,24968961.32,89816.40763,26036.45602
"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM",J0640,"LEUCOVORIN CALCIUM INJECTION","2024 (Q1-Q4)",13724,99963,5827663.92,424.6330458,58.29820954
"LEUCOVORIN CALCIUM","LEUCOVORIN CALCIUM",J0640,"LEUCOVORIN CALCIUM INJECTION","2025 (Q1-Q3)",11121,72202,3609578.25,324.5731724,49.99277375
"LEVOLEUCOVORIN CALCIUM","LEVOLEUCOVORIN CALCIUM",J0641,"INJ LEVOLEUCOVORIN NOS 0.5MG","2024 (Q1-Q4)",287,1837,118806.46,413.9597909,64.67417529
"LEVOLEUCOVORIN CALCIUM","LEVOLEUCOVORIN CALCIUM",J0641,"INJ LEVOLEUCOVORIN NOS 0.5MG","2025 (Q1-Q3)",177,1201,22969.82,129.7729944,19.12557868
KHAPZORY,LEVOLEUCOVORIN,J0642,"INJECTION, KHAPZORY, 0.5 MG","2024 (Q1-Q4)",110,786,1018757.22,9261.429273,1296.128779
KHAPZORY,LEVOLEUCOVORIN,J0642,"INJECTION, KHAPZORY, 0.5 MG","2025 (Q1-Q3)",89,608,602918.9,6774.369663,991.6429276
"LEVOTHYROXINE SODIUM(J0650)","LEVOTHYROXINE SODIUM",J0650,"INJ, LEVOTHYROXINE NOS 10MCG","2024 (Q1-Q4)","",53,27093.05,"",511.1896226
"LEVOTHYROXINE SODIUM(J0650)","LEVOTHYROXINE SODIUM",J0650,"INJ, LEVOTHYROXINE NOS 10MCG","2025 (Q1-Q3)","",87,18251.9,"",209.791954
"LEVOTHYROXINE SODIUM(J0651)","LEVOTHYROXINE SODIUM",J0651,"INJ, LEVOTHYROXINE, FRESKABI","2024 (Q1-Q4)",112,388,126199.19,1126.778482,325.2556443
"LEVOTHYROXINE SODIUM(J0651)","LEVOTHYROXINE SODIUM",J0651,"INJ, LEVOTHYROXINE, FRESKABI","2025 (Q1-Q3)",130,323,113587.7,873.7515385,351.6647059
"BUPIVACAINE HCL*","BUPIVACAINE HCL*",J0665,"INJ, BUPIVACAINE, NOS, 0.5MG","2024 (Q1-Q4)",212117,314704,325146.71,1.532864928,1.033182642
"BUPIVACAINE HCL*","BUPIVACAINE HCL*",J0665,"INJ, BUPIVACAINE, NOS, 0.5MG","2025 (Q1-Q3)",42585,65052,20633.48,0.484524598,0.317184406
EXPAREL,"BUPIVACAINE LIPOSOME",J0666,"INJ, BUPIVACAINE LIPOSOME","2025 (Q1-Q3)",133904,139550,41469210.04,309.6935868,297.1638125
POLOCAINE-MPF*,"MEPIVACAINE HCL*",J0670,"INJ MEPIVACAINE HCL/10 ML","2024 (Q1-Q4)",881,1329,14754,16.74687855,11.10158014
POLOCAINE-MPF*,"MEPIVACAINE HCL*",J0670,"INJ MEPIVACAINE HCL/10 ML","2025 (Q1-Q3)",626,906,11345.28,18.12345048,12.52238411
"CEFAZOLIN SODIUM(J0687)","CEFAZOLIN SODIUM",J0687,"INJ CEFAZOLIN (WG CRIT CARE)","2024 (Q1-Q4)",1510,1552,6402.49,4.240059603,4.125315722
"CEFAZOLIN SODIUM(J0687)","CEFAZOLIN SODIUM",J0687,"INJ CEFAZOLIN (WG CRIT CARE)","2025 (Q1-Q3)",1353,1425,6171.25,4.561160384,4.330701754
"CEFAZOLIN SODIUM(J0688)","CEFAZOLIN SODIUM",J0688,"INJ CEFAZOLIN SODIUM, HIKMA","2024 (Q1-Q4)",64,76,621.85,9.71640625,8.182236842
"CEFAZOLIN SODIUM(J0688)","CEFAZOLIN SODIUM",J0688,"INJ CEFAZOLIN SODIUM, HIKMA","2025 (Q1-Q3)",4895,5169,26119.33,5.335920327,5.053072161
"CEFAZOLIN SODIUM-DEXTROSE(J0689)","CEFAZOLIN SODIUM",J0689,"INJ CEFAZOLIN SODIUM, BAXTER","2024 (Q1-Q4)",6793,7081,35625.9,5.244501693,5.031196159
"CEFAZOLIN SODIUM-DEXTROSE(J0689)","CEFAZOLIN SODIUM",J0689,"INJ CEFAZOLIN SODIUM, BAXTER","2025 (Q1-Q3)",12,12,31.04,2.586666667,2.586666667
"CEFAZOLIN SODIUM-DEXTROSE(J0690)*","CEFAZOLIN SODIUM*",J0690,"CEFAZOLIN SODIUM INJECTION","2024 (Q1-Q4)",15374,22553,92047.87,5.987242748,4.081402474
"CEFAZOLIN SODIUM-DEXTROSE(J0690)*","CEFAZOLIN SODIUM*",J0690,"CEFAZOLIN SODIUM INJECTION","2025 (Q1-Q3)",11646,16715,83367.29,7.158448394,4.987573437
"CEFEPIME HCL","CEFEPIME HCL",J0692,"CEFEPIME HCL FOR INJECTION","2024 (Q1-Q4)",2295,19873,190933.29,83.19533333,9.607673225
"CEFEPIME HCL","CEFEPIME HCL",J0692,"CEFEPIME HCL FOR INJECTION","2025 (Q1-Q3)",1669,14030,130424.73,78.14543439,9.29613186
"CEFOXITIN SODIUM*","CEFOXITIN SODIUM*",J0694,"CEFOXITIN SODIUM INJECTION","2024 (Q1-Q4)",487,1255,17099.82,35.11256674,13.62535458
"CEFOXITIN SODIUM*","CEFOXITIN SODIUM*",J0694,"CEFOXITIN SODIUM INJECTION","2025 (Q1-Q3)",266,652,11725.28,44.08,17.98355828
ZERBAXA,CEFTOLOZANE,J0695,"INJ CEFTOLOZANE TAZOBACTAM","2024 (Q1-Q4)",126,499,279921.55,2221.599603,560.9650301
ZERBAXA,CEFTOLOZANE,J0695,"INJ CEFTOLOZANE TAZOBACTAM","2025 (Q1-Q3)",92,390,360368.45,3917.04837,924.0216667
CEFTRIAXONE,"CEFTRIAXONE IN IS-OSM DEXTROSE",J0696,"CEFTRIAXONE SODIUM INJECTION","2024 (Q1-Q4)",370400,576758,1074978.36,2.902209395,1.863829128
CEFTRIAXONE,"CEFTRIAXONE IN IS-OSM DEXTROSE",J0696,"CEFTRIAXONE SODIUM INJECTION","2025 (Q1-Q3)",270082,401634,772652.99,2.860808903,1.923773859
"CEFUROXIME SODIUM","CEFUROXIME SODIUM",J0697,"STERILE CEFUROXIME INJECTION","2024 (Q1-Q4)",175,243,481.91,2.753771429,1.983168724
"CEFUROXIME SODIUM","CEFUROXIME SODIUM",J0697,"STERILE CEFUROXIME INJECTION","2025 (Q1-Q3)",175,263,595.2,3.401142857,2.263117871
FETROJA,"CEFIDEROCOL SULFATE TOSYLATE",J0699,"INJ, CEFIDEROCOL, 10 MG","2024 (Q1-Q4)",24,27,43497.75,1812.40625,1611.027778
FETROJA,"CEFIDEROCOL SULFATE TOSYLATE",J0699,"INJ, CEFIDEROCOL, 10 MG","2025 (Q1-Q3)",18,34,45391.46,2521.747778,1335.042941
CEFEPIME,"CEFEPIME IN ISO-OSM DEXTROSE",J0701,"INJ. CEFEPIME HCL (BAXTER)","2024 (Q1-Q4)",700,944,35029.15,50.04164286,37.10715042
"BETAMETHASONE SOD PHOS-ACETATE*","BETAMETHASONE ACETATE,SOD PHOS*",J0702,"BETAMETHASONE ACET&SOD PHOSP","2024 (Q1-Q4)",586619,868733,14849129.03,25.31307208,17.0928571
"BETAMETHASONE SOD PHOS-ACETATE*","BETAMETHASONE ACETATE,SOD PHOS*",J0702,"BETAMETHASONE ACET&SOD PHOSP","2025 (Q1-Q3)",485229,671726,11267797.18,23.22160708,16.77439489
CEFEPIME-DEXTROSE,"CEFEPIME HCL IN DEXTROSE 5 %",J0703,"INJ, CEFEPIME HCL (B BRAUN)","2024 (Q1-Q4)",1667,2251,53461.92,32.07073785,23.75029765
CEFEPIME-DEXTROSE,"CEFEPIME HCL IN DEXTROSE 5 %",J0703,"INJ, CEFEPIME HCL (B BRAUN)","2025 (Q1-Q3)",11,11,148.44,13.49454546,13.49454546
TEFLARO,"CEFTAROLINE FOSAMIL ACETATE",J0712,"CEFTAROLINE FOSAMIL INJ","2024 (Q1-Q4)",115,592,230993.95,2008.643044,390.1924831
TEFLARO,"CEFTAROLINE FOSAMIL ACETATE",J0712,"CEFTAROLINE FOSAMIL INJ","2025 (Q1-Q3)",72,342,151320.06,2101.6675,442.4563158
CEFTAZIDIME*,CEFTAZIDIME*,J0713,"INJ CEFTAZIDIME PER 500 MG","2024 (Q1-Q4)",2684,6621,60419.22,22.51088674,9.125391935
CEFTAZIDIME*,CEFTAZIDIME*,J0713,"INJ CEFTAZIDIME PER 500 MG","2025 (Q1-Q3)",1836,4379,37963.62,20.67735294,8.669472482
AVYCAZ,CEFTAZIDIME,J0714,"CEFTAZIDIME AND AVIBACTAM","2024 (Q1-Q4)",87,351,303195.32,3485.003678,863.8043305
AVYCAZ,CEFTAZIDIME,J0714,"CEFTAZIDIME AND AVIBACTAM","2025 (Q1-Q3)",80,568,479148.53,5989.356625,843.5713556
"CIMZIA (2 PACK)*","CERTOLIZUMAB PEGOL*",J0717,"CERTOLIZUMAB PEGOL INJ 1MG","2024 (Q1-Q4)",25559,222705,397674504.7,15559.07918,1785.655934
"CIMZIA (2 PACK)*","CERTOLIZUMAB PEGOL*",J0717,"CERTOLIZUMAB PEGOL INJ 1MG","2025 (Q1-Q3)",24618,172590,274314320,11142.83532,1589.398691
"CHORIONIC GONADOTROPIN*","CHORIONIC GONADOTROPIN, HUMAN*",J0725,"CHORIONIC GONADOTROPIN/1000U","2024 (Q1-Q4)",241,6848,336979.5,1398.255187,49.20845502
"CHORIONIC GONADOTROPIN*","CHORIONIC GONADOTROPIN, HUMAN*",J0725,"CHORIONIC GONADOTROPIN/1000U","2025 (Q1-Q3)",231,5010,229623.78,994.0423377,45.83308982
"CLONIDINE HCL*","CLONIDINE HCL*",J0735,"CLONIDINE HYDROCHLORIDE","2024 (Q1-Q4)",985,2087,105227.1,106.8295432,50.42026833
"CLONIDINE HCL*","CLONIDINE HCL*",J0735,"CLONIDINE HYDROCHLORIDE","2025 (Q1-Q3)",554,1285,61801.88,111.5557401,48.09484825
"CLEOCIN PHOSPHATE*","CLINDAMYCIN PHOSPHATE*",J0736,"INJ, CLINDAMYCIN PHOSP 300MG","2024 (Q1-Q4)",11751,12343,69069.77,5.877778061,5.595865673
"CLEOCIN PHOSPHATE*","CLINDAMYCIN PHOSPHATE*",J0736,"INJ, CLINDAMYCIN PHOSP 300MG","2025 (Q1-Q3)",2205,2573,7320.72,3.320054422,2.845207929
"CLINDAMYCIN-0.9% NACL","CLINDAMYCIN IN 0.9 % SOD CHLOR",J0737,"INJ, CLINDAMYCIN (BAXTER)","2024 (Q1-Q4)",3893,3991,25378.51,6.519011046,6.358935104
"CLINDAMYCIN-0.9% NACL","CLINDAMYCIN IN 0.9 % SOD CHLOR",J0737,"INJ, CLINDAMYCIN (BAXTER)","2025 (Q1-Q3)",34,34,159.54,4.692352941,4.692352941
APRETUDE,CABOTEGRAVIR,J0739,"HIV PREP, INJ, CABOTEGRAVIR","2024 (Q1-Q4)",328,609,1976372.41,6025.52564,3245.274893
APRETUDE,CABOTEGRAVIR,J0739,"HIV PREP, INJ, CABOTEGRAVIR","2025 (Q1-Q3)",742,2628,9516154.33,12825.00584,3621.063292
CIDOFOVIR,CIDOFOVIR,J0740,"CIDOFOVIR INJECTION","2024 (Q1-Q4)",304,1244,792364.48,2606.462105,636.9489389
CIDOFOVIR,CIDOFOVIR,J0740,"CIDOFOVIR INJECTION","2025 (Q1-Q3)",223,852,420658.74,1886.362063,493.7309155
CABENUVA,CABOTEGRAVIR,J0741,"INJ, CABOTE RILPIVIR 2MG 3MG","2024 (Q1-Q4)",717,2732,14947448.07,20847.20791,5471.247463
CABENUVA,CABOTEGRAVIR,J0741,"INJ, CABOTE RILPIVIR 2MG 3MG","2025 (Q1-Q3)",944,2716,14016008.9,14847.46706,5160.533468
RECARBRIO,IMIPENEM,J0742,"INJ IMIP 4 CILAS 4 RELEB 2MG","2024 (Q1-Q4)","",331,1916.08,"",5.788761329
RECARBRIO,IMIPENEM,J0742,"INJ IMIP 4 CILAS 4 RELEB 2MG","2025 (Q1-Q3)","",178,8549.32,"",48.02988764
"IMIPENEM-CILASTATIN SODIUM*",IMIPENEM*,J0743,"CILASTATIN SODIUM INJECTION","2024 (Q1-Q4)",82,1869,90193.27,1099.917927,48.25750134
"IMIPENEM-CILASTATIN SODIUM*",IMIPENEM*,J0743,"CILASTATIN SODIUM INJECTION","2025 (Q1-Q3)",46,783,53608.02,1165.391739,68.46490422
"CIPRO I.V.*","CIPROFLOXACIN IN 5 % DEXTROSE*",J0744,"CIPROFLOXACIN IV","2024 (Q1-Q4)",525,638,2995.93,5.706533333,4.695815047
"CIPRO I.V.*","CIPROFLOXACIN IN 5 % DEXTROSE*",J0744,"CIPROFLOXACIN IV","2025 (Q1-Q3)",456,541,2151.45,4.718092105,3.976802218
"EMTRICITABINE-TENOFOVIR DISOP*",EMTRICITABINE*,J0750,"HIV PREP, FTC/TDF 200/300MG","2024 (Q1-Q4)",552,815,40894.91,74.08498188,50.17780368
"EMTRICITABINE-TENOFOVIR DISOP*",EMTRICITABINE*,J0750,"HIV PREP, FTC/TDF 200/300MG","2025 (Q1-Q3)",1537,4345,358298.62,233.1155628,82.46228308
DESCOVY,EMTRICITABINE,J0751,"HIV PREP, FTC/TAF 200/25MG","2024 (Q1-Q4)",927,1780,4674660.17,5042.783355,2626.213579
DESCOVY,EMTRICITABINE,J0751,"HIV PREP, FTC/TAF 200/25MG","2025 (Q1-Q3)",2619,11360,31195017.89,11911.04158,2746.040307
XIAFLEX,"COLLAGENASE CLOSTRIDIUM HIST.",J0775,"COLLAGENASE, CLOST HIST INJ","2024 (Q1-Q4)",7005,12545,80102097.45,11434.98893,6385.181144
XIAFLEX,"COLLAGENASE CLOSTRIDIUM HIST.",J0775,"COLLAGENASE, CLOST HIST INJ","2025 (Q1-Q3)",5216,9140,60824953.74,11661.22579,6654.808943
"PROCHLORPERAZINE EDISYLATE","PROCHLORPERAZINE EDISYLATE",J0780,"PROCHLORPERAZINE INJECTION","2024 (Q1-Q4)",1955,3623,13292.9,6.79943734,3.66903119
"PROCHLORPERAZINE EDISYLATE","PROCHLORPERAZINE EDISYLATE",J0780,"PROCHLORPERAZINE INJECTION","2025 (Q1-Q3)",1624,3132,8746.73,5.385917488,2.792697957
ADAKVEO,CRIZANLIZUMAB-TMCA,J0791,"INJ CRIZANLIZUMAB-TMCA 5MG","2024 (Q1-Q4)",419,2702,25993281.75,62036.47196,9620.015452
ADAKVEO,CRIZANLIZUMAB-TMCA,J0791,"INJ CRIZANLIZUMAB-TMCA 5MG","2025 (Q1-Q3)",372,1949,19442712.2,52265.35538,9975.737404
CORTROPHIN,CORTICOTROPIN,J0802,"INJ. (ANI), UP TO 40 UNITS","2024 (Q1-Q4)",29,76,482551.69,16639.71345,6349.364342
CORTROPHIN,CORTICOTROPIN,J0802,"INJ. (ANI), UP TO 40 UNITS","2025 (Q1-Q3)",81,455,3036450.85,37487.04753,6673.518352
CORTROSYN*,COSYNTROPIN*,J0834,"INJ., COSYNTROPIN, 0.25 MG","2024 (Q1-Q4)",2827,3013,75669.3,26.76664309,25.11427149
CORTROSYN*,COSYNTROPIN*,J0834,"INJ., COSYNTROPIN, 0.25 MG","2025 (Q1-Q3)",2089,2211,68465.86,32.77446625,30.96601538
CROFAB,"ANTIVENIN,CROTALIDAE FAB(OVIN)",J0840,"CROTALIDAE POLY IMMUNE FAB","2024 (Q1-Q4)",48,52,520323.08,10840.06417,10006.21308
CROFAB,"ANTIVENIN,CROTALIDAE FAB(OVIN)",J0840,"CROTALIDAE POLY IMMUNE FAB","2025 (Q1-Q3)",47,48,412568.85,8778.060638,8595.184375
ANAVIP,"ANTIVENIN,CROTALIDAE (EQUINE)",J0841,"INJ CROTALIDAE IM F(AB')2 EQ","2024 (Q1-Q4)",45,45,463305.7,10295.68222,10295.68222
